 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
30/4/2010,Family and extremenly flexible company,3,Former Employee - Anonymous Employee,ProsExcellent company to work for if you ae not worried about growth| and achieving excellence. If you want to do things| there is little resistance from management.,ConsCorporate culture needs to improve if they want to attract yound workforce. No long term perspective and very little focus on core competencies,0,,
3/4/2010,An OK company,4,Current Employee - Product Development Engineer,Prosbig company and a lot of media exposure. it has a good HR system where you can find everything you need from benefits to personal profile to career path. It offers flexible working schedule. The diversity is good.,ConsToo big to move in one direction or another. There are still mediocre people around even after waves of job cuts and buyouts. It is too nice to women. I wish I were a female engineer. Managements generally have lower expectation to female workers. But for diversity's sake| they have to keep them even they don't do much. For average Joe| you don't want a woman in your group. You'll end up doing most of things.,0,,
1/4/2010,Enjoying the Ride Back Up,4,Current Employee - Senior Financial Analyst,Pros- Good benefits- Competitive pay (hear that CA companies?)- Great top-level leadership- Respect for work/life balance- Working for a car company! If you like cars| it's an awesome place to be.,Cons- The industry is cyclical and very dependent on the overall economy (i.e. great in good times| but really bad when things turn south).- After headcount reductions and restructuring there is much less opportunity for promotion. Makes for a high-performing| competitive environment| but limits potential.,0,,
30/3/2010,MBA Starting at Ford,4,Former Employee - Financial Analyst,ProsGood place to work but a little low on the totem pole for an MBA. Looks good on resume as Ford has good finance reputation.,ConsHuge company with some limitations and bureacracy where things are done a certain way with little flexibility for new ideas.,0,,
24/3/2010,Ford is on the Road to Recovery,5,Current Employee - Finance Manager,ProsCompensation package. Relatively low cost of living in Detroit. Hungriness of employees to be #1. Working with truly smart people and educated people.,ConsLiving in Detroit is dismal. The suburbs are great but always aT LEAST A 45 MINUTE COMMUTE.,0,,
21/3/2010,Best culture around,5,Current Employee - Regional Sales Manager,ProsAmazing work cultureVery approachable leadersManagers' approach from a mentoring standpoint - collegial and no pressureVery competitive and transparent rating program and leadership development program,ConsOne quickly gets into silos and inter organizational mobility is limited to the geography of workVery few international job opportunitiesVirtually impossible to break into the international leadership group (ISE) if employed in a regionFinance is at the core of the organization - decisions get made not on how much business sense it makes but on pure budget needs,0,,
13/3/2010,Working at Ford,4,Current Employee - Anonymous Employee,ProsThe cars and trucks are great and we get to see them before the general public does. Management tries to be flexible with work schedules.,ConsFord is a big company with the normal related big bureaucracy. Things have gotten leaner| but the workload has not gone down proportionally. Less people trying to do almost the same amount of work.,0,,
7/3/2010,Satisfied,4,Current Employee - Product Design Engineer,ProsCompany is on the way up| great people to work with| job flexibility (flexible hours)| relatively decent job security (now that cutbacks are done)| great upper level management,"ConsNot a lot of career development opportunites| management is reluctent to let good employees further their careers by ""holding"" on to them| tuition reimbursement has to be specifc to ""current"" job...not future career| middle level managers often make decisions based on what is best for them...not their employees",0,,
18/3/2010,Good,3,Former Employee - Sales and Marketing,ProsGood work / life balance. If you are not looking for a huge paycheck and you want a job where you enjoy the people you work with| this is a great job. There are many wives working here that have a spouse that is the primary bread earner (not being sterotypical).,ConsIt is a corporation and bottomline drives everything. We have had all benefits cut during the economic downturn. Low overhead drives all decisions at the expense of the lower level employees.,0,,
2/3/2010,review of ford,5,Current Employee - Anonymous Employee,Prosbrand namethere are a lot of locations everywhere in the united states and even abroad which gives an opportunity to travel,Consthe quality of work there is deteorating in recent timelast years fiasco was bad and a lot of people were laid off,0,,
20/2/2010,ford product design engineer,4,Former Employee - Product Design Engineer,ProsGood money and good benifits,Consincompetent supervisors| poor management| need real innovative products.,-1,,
8/3/2010,Good benefits and pay| but lousy for work/life balance and career advancement based on merit.,3,Former Employee - Anonymous Employee,ProsBuilding more vehicles people want to buy| pay| benefits| people you work along side| breadth of knowledge within the company| advanced technologies,ConsNo work/life balance| poor communication| management not listening to those on the floor actually doing the work| career advancement of those not deserving| not loyal to it's people,0,,
19/2/2010,Overall| very good. Company size too large.,4,Former Employee - Research Scientist,ProsGreat benefits| good salary| reasonable opportunity for entry and mid level engineering. Poor R&D environment.,ConsWorklife balance VERY job function specificMUCH too much managementLack process discipline,0,,
25/2/2010,Ford is a decent place to work,3,Former Employee - Zone Manager,ProsGood pay and ok benefits,ConsBe ready for lay offs and changes from upper management and Detroit,0,,
9/2/2010,o,5,Current Employee - Anonymous Employee,ProsWorking at a dealership can really open up your mind to the business world. You get to see how willing consumers and dealers are to change prices and settle on certain things.,ConsIt is such a large corporation that it is tough to get recognized easily.,0,,
17/2/2010,not a great place to work,3,Current Employee - Quality Inspector,Prosthey make really good cars. The some ppl working there are good too but not everyone (mostly).Its located in good place all highways are easily accessible,Consworst place to work. Full time hired ppl just don't do any kind of work as they are so called UNIONIZED. It was worst experience for 4 months of my work. Not a very good pay overall andhave to park non ford cars very far from parking or they put a ticket on any other car.,-1,,
15/2/2010,My days,3,Former Employee - Accountant,ProsThe benefits and salary were very good in my early years but as time went on they took many benefits away. The feeling of contributing to a great Co with a world wide reach is missed now that I'm retired,ConsBeing in the public when things go wrong especially the safety problems that occur with any machine that in made up of 5000 parts and can go 80 MPH down the highway.,0,,
31/1/2010,OK Place to Work,4,Current Employee - Product Development Engineer,ProsTypically good job security.Many resources available.Good benefits.,ConsLarge and old fashioned.Not always clear direction from management.,0,,
11/2/2010,Ok place to work,3,Former Employee - Human Resources,ProsPay| Benefits| Quality of co-workers.,ConsToo much politics in how people are chosen for promotions and job movement within the company.,0,,
25/1/2010,Purchasing,4,Former Employee - Anonymous Employee,ProsPros:- Great Global Purchasing Experience working with various suppliers and cultures- Benefits were good- Management team was great to work for,ConsCons:- Sometimes difficult to balance work/family life- Promotions very difficult to obtain for top performers- Overall morale has been poor for years,-1,,
25/1/2010,Campus Intern,4,Current Employee - Anonymous Employee,"ProsThe internship was a great experience because it related directly to my marketing major. I had to organize events and promote the Ford Brand in the most ""college friendly"" way. I was able to host events with other organizations on campus and get paid while doing so.",ConsThe only downside was I had to spend a lot of time creating event ideas| making budgets| preparing promotional material and updating our websites. I had a heavy course load that semester so I definitely had to learn time management.,0,,
26/1/2010,12 month Industrial Placement Experience,4,Former Employee - Design and Release Engineer,ProsSupport and encouragement of management and fellow engineers and manufacturing representatives. Opportunity to experience and interact with different departments and people within the organization.,ConsLack of diversity in the specific role in terms of opportunities to take on leadership roles when involved in projects.,0,,
22/1/2010,Good experience,4,Former Employee - Financial Analyst (Summer Intern),ProsFord Finance has one of the best internship programs. They give you a meaningful assignments to work on. The team you are assigned to work with| help you at different stages of the assignment.They encourage you to network and host series of events during summer for socializing and networking.I would reccomend applying for an internship at Ford.,ConsThe scope of the intership assignment need to be better defined.,0,,
19/1/2010,Good company,4,Current Employee - Product Engineer,ProsInvests and trains employees to perform at their jobs.,ConsLow salary & limited opportunity to grow.,0,,
13/1/2010,Decent place to work,4,Current Employee - Financial Analyst,ProsGood work life balance and decent pay.,ConsIf you are a top performer this probably isn't best place for you since most promotions are based on connections rather than performance.,-1,,
8/1/2010,Okay but not great for high performers,4,Current Employee - Marketing,ProsThe pay is decent if not great for Michigan. Most employees are quite loyal and invested for the long term. Most employees are fairly good at what they do. Management among the top C level managers is great and consistent. Good product strategy (currently). Alan Mulally saved the company.,ConsMiddle and lower level managers are hit or miss. They can be completely terrible. There is absolutely no leadership| no accountability| and no consistency with these lower level managers. Ford pretty much wants you to get married and get a house and family so that you don't consider leaving. Once you are in it is almost impossible to get fired so you have to deal with low performers a lot. Promotions are based 100% off years of service as opposed to performance. Communication across groups such as digital marketing is non-existent. Managers can be eager to hear about concerns but will do almost nothing to find a solution. What may take 2 months to do at a small or mid sized company will take at least a year at Ford. Shifting priorities. Micromanagement is terrible and there is absolutely no checks or balances on it. There is no opportunity to move around in your job or advance because the company is not growing.,-2,,
13/1/2010,Works you hard| but can be rewarding!,4,Current Employee - Project Development Engineer,ProsDespite being over 100 years old| Ford is an up and coming automaker with a bright future. Its really nice to (finally) receive all the positive press and gain respect relative to peers in the industry. The executive management team is talented| bold| and willing to make difficult decisions. The strategy set forth from Alan's team is clear and spot-on - profitable growth from a global product-led revolution. And the top management really make an effort to inform employees about certain topics regarding the company which would not normally be known. The company offers very competitive benefits and salary| and have policies in place for very flexible work schedules and arrangements to help support work-life integration.,ConsHours can be long. The consecutive years of rightsizing the company have cut the employee base to the bare minimum necessary to operate. Thus we're all working very hard. Some middle management at the company needs improvement - especially related to lack of leadership. Sometimes it seems they want to pass the buck to the upper management and let them decide everything. Also promotions have been rare recently| and probably will be for the near future| so career development is stalled.,0,,
23/1/2010,Ford Motor Company Internship,3,Former Employee - Anonymous Employee,Pros-Valuable experience and the ability to work independently-Good pay compared to other companies in the same area and industry,Cons-Poorly managed-Office morale is lower at Ford than at any other Company I have worked for-They were in the midst of restructuring and roles were not clear,0,,
31/12/2009,Great place to work...,4,Current Employee - Process Engineer,ProsBenefits| pay| experience| team oriented environment| sense of family,ConsLong hours| occasionally tense work environment,0,,
11/1/2010,Ford's people are its greatest asset,3,Current Employee - Anonymous Employee,ProsWonderful people. I developed trusting relationships with those in my department and others within my first few months of working here. Most people at all levels truly care about one another's success. Ford Motor Company leads the rebound of the automotive industry| and it's exciting to have a role in the turn-around.,"ConsRecent economic pressure has led some employees to fear for their jobs. When people are driven by fear| political jockeying and sharp elbows prevail. Some lower and mid level managers have adapted to having smaller teams by digging in and working alongside those who report to them| while others still feel it is only their job to ""manage"" and babysit| not to contribute in any meaningful way. Ford is still quite management heavy| leaving little opportunity for promotions or growth opportunities.",-1,,
27/12/2009,Live and kicking,4,Current Employee - IT Manager,ProsEvery day brings new challenges. This allows one to grow professionally in ways that are not possible in companies that are in steady state. Management seems to understand what it takes to make it and have become more open to ideas wherever they come from.,ConsThe auto industry in the US is facing huge challenges. There may not be much left of it when all is done.,0,,
27/12/2009,It's Better Than Other Places I've Worked,4,Current Employee - Anonymous Employee,ProsCar discountsWork/life balance policiesGenerally team-oriented peers,"ConsPromotional opportunities seem more based on ""who"" you know rather than ""what"" you know",0,,
25/12/2009,Good union job,4,Former Employee - Anonymous Employee,ProsGreat benefits| great pay| discounts on cars| paid holidays| lots of vacation time. It was hard work at first but you get used to it.,ConsShift work| unstable industry| neglected product line| multiple restructurings| lay-offs and plant closures. At first it was a dependable job but then that all changed.,0,,
8/1/2010,Ford Motor --- Worker Beware,2,Former Employee - Product Development Engineer,Pros10 days off at Christmas time.Employee discount when buying a vehicle.,ConsWorkload increases as more and more people eliminated.Extreme pressure.Dog eat dog| everyone looking over their shoulder at who is watching them.Benefits steadily eaten away.No defined pension| no 401K match| no merit increases| no salary increases| increased health care costs (while benefits are reduced)Work life balance preached but rarely practiced.Who you know more important than what you know.Downsizing and job elimination based on cost savings not on expertice| experience and ability to help the company.,0,,
17/12/2009,Good company to work for,4,Current Employee - Engineering Manager,ProsGreat top management. Willingness of improvement from top management. Transparence and share information| great team effort| cross function team and matrix report. Structured will to get things done with support people who love the company so much.,ConsMidle management are not quite compentent as top managment. Too many levels| if eliminate 10 of those levels and make a flat managment organization| it will have great future for Ford to come back as the great company to work for as 10 yrs ago.Too many bad apples gangster in the midle managment to move things effectively. Revolution move to cut those non-values will save this old company to slip further.,0,,
16/12/2009,HR,5,Current Employee - Human Resources,ProsOutstanding senior leadershipOpportunity to contribute to the overall business successOpportunity to move laterally within a functionOpportunity to interface with senior leadership,ConsBusiness tied to closely to the nations economyDue to current business conditions there is limited opportunity for advancement today,0,,
19/12/2009,Ford Manufacturing,3,Current Employee - Anonymous Employee,ProsNot much interference form senior management. Ample opportunities to work on things. Newer technologies. Good manufacturing systems in place. Very structured review process.,"ConsNo recognition of hard work and achievements. Huge bias for who you know. No career planning or development opportunities if you are not in the ""clique"". Lot of hard work as compared to return for your work.",0,,
17/12/2009,Stuck in the middle...,3,Current Employee - Human Resources,ProsFairly compensated for job| great benefits| work life balance.,ConsGeneral salary roll employees are stuck in the middle between the Union and Management. While the Union takes more and more| and Management screws up the Company the little guys like us are left cleaning up the messes and doing all the work. And we are the ones losing our benefits| raises and bonuses year after year.,0,,
3/11/2009,Very good place to work.,5,Current Employee - Senior Program Management,Pros- Very good worklife balance- Interesting and challenger projects- High support from senior management- High interaction among all levels,"Cons- No meritocracy to non-leadership levels- Benefits package is very poor| specially the share of profit- Different HR policies for different departments in the same location- South America is always seen as the ""Ugly Duck"" by the North Americans",-1,,
3/11/2009,Not bad for a big| old-line manufacturing company,4,Former Employee - IT Manager (LL6),ProsThe size and scope of Ford ensures that you can get a broad experience in a number of areas. Ford strongly believes in rotations| so you will see many aspects of the business. They are also very strong believers in work-life balance.In IT| you will have the opportunity to work with just about every platform imaginable| on a scale found few other places. Ford still does almost all of its IT internally| so very little is outsourced. Information Security is an especially strong area of Ford IT.,ConsAs with most large companies| things move slowly. Because many employees have been there for decades| new ideas have real difficulty penetrating. Recent changes in management have dramatically improved this| and Alan Mulally is creating a culture of change| but this culture has not made it to IT| where old rules still apply.,0,,
3/11/2009,Technical Expert| formerly called Senior Technical Specialist,4,Former Employee - Technical Expert,ProsGood benefits| vacation| holidays| salary.Good work environment.Most management fairly accessible.Wide variety of expertise in company is accessible to support your job.,ConsSignicant bureauracracy to deal with.Objective setting and ranking is time consuming and does not always work well.Automotive sector is currently under great duress| creating stress in workplace.,0,,
25/10/2009,Great company with great vehicles,4,Current Employee - Production Checker,Prosgreat job security| benefits are good| they are quality focused. They care about the customer and strive to do better.,ConsLong hours are required| little advancement in this position. This is bottom level position that does not get much credit or respect.,-1,,
3/11/2009,Not A Bad Place To Work| But It's Not For Everyone,3,Current Employee - Production Supervisor,ProsIn addition to offering competitive salary and benefits| Ford offers a professional experience unlike any other you will find. If you work in Vehicle Operations at any facility in the Ford system| you are exposed to a very fast-paced environment that maximizes your ability to multi-task and to make decisions on both inductive and deductive reasoning. Your leadership skills and fortitude will be constantly tested.Because the company annually ranks in Fortune's top 20 companies| Ford's size and scale makes your resume stand out to prospective employers.,ConsThe constant tension of dealing in a union environment can be debilitating. If you are a creative professional| you may find yourself consistently stifled by the framework of the labor agreement and the overall environment in which you work. In summary| Ford offers challenges that do not necessarily require a technical expertise or advanced degree in order to excel. Just thick skin and a willingness to endure an onslaught of repetitive| banal tasks.Also| because auto is a mature industry and Ford has been in business for over 100 years| growth is limited. Promotional opportunities are limited thanks to several years of salary staff reductions and those that remain are holding firm to their jobs in the tough economy. However| if you are afforded the opportunity to accept an assignment that takes you to Dearborn| you have to ask yourself if you really want to spend any portion of your career in Detroit.,0,,
3/11/2009,You can see what you make!,3,Former Employee - Controller,ProsYou can see what you make... and feel good about it.,ConsDying industry. Need to say flexible.,0,,
15/10/2009,Gotta love it,4,Current Employee - Finance Manager,ProsProduct everyone is excited about| opportunity to get into big| complex issues| surrounded by people who are passionate about cars,ConsContracting industry leads to limited upward potential,0,,
8/10/2009,Working at Ford Motor Company. Actually a great place to work. I did feel part of the family.,4,Former Employee - Bodycad Product Designer,ProsExciting products. Job satisfaction of seeing your designs manufactured. Good team work environment| most people willing to help you and you are glad to help in return. Worked on many truck programs and was rewarded for work well done.,ConsFavortism still exists. There were people retained that kept there jobs because they continually sucked up to the boss. While many good quality diligent workers were let go| because they sat at their desks and did their work.,0,,
22/10/2009,Blue oval,3,Former Employee - Engineer,ProsGreat brand.. going in the right direction,ConsStill has a big company mental state. Very difficult to get things done,0,,
19/10/2009,Unpleasant - stay away for a few more years at least,2,Former Employee - Program Management Analyst,ProsThe work life balance is great. If you are in the MI area and looking to retire in a few years or just need a low key job while you work on your own business or go back to school. Project Mgmnt at Ford is the place to be. Great people.,ConsThe auto industry is cyclical and we are experiencing a downturn. Management changes their minds every 20 seconds. Fewer perks and lots of instability in the job.,0,,
1/10/2009,Ford is a great place to work| but no career advancement.,4,Former Employee - Anonymous Employee,Pros-Great people-Fair work / life balance-Benefits are on par with other Auto companies-No micro-managing| people are trusted to get their work done,"Cons-Nowhere to advance| positions are downsized and not created-Employee rating system is flawed| you need to be worried if you get a rating of ""Excellent"" (E)-Employees expect suppliers to do their work",0,,
1/10/2009,Ford will get there,4,Former Employee - Anonymous Employee,ProsGood benefits| strong focus on leadership development| connection to an exciting and transforming industry| good focus on diversity and work/life balance,ConsRun by finance| poor product decision making| many of the great perks modified or removed over the last five or ten years,0,,
26/9/2009,Ford will make it through this and come out stronger and better for it !,5,Former Employee - WORK GROUP LEADER,ProsIf you are passionate about cars and being on a world champion then Ford is the place for you !,"ConsHaving to deal with the daily UAW mentality of ""us vs them"" towards management when trying to get things done....even now they STILL dont get it ! VERY SAD for the future of American Auto.",0,,
11/9/2009,Positive Experience,4,Former Employee - Program Manager,ProsCompany morale is on the rise. A great place to work to gain experience in the automotitve industry. Due to restructuring a diversity of experience types is possible,ConsIt is the automotive industry. The company still operates in a bureuocratic way. Promotions to manager are extremely rare as there is a backlog of competent employees in the way.,0,,
16/9/2009,Great Place despite Economic Troubles,3,Current Employee - Product Manager,ProsDuring my ten years at Ford Motor I have grown very much as a leader. Great pay and benefits ( one of the reasons for bad cash flow),ConsNo one likes to buy american made cars any more so business isn't too hot. Also there are lots of slackers.,0,,
2/9/2009,They are poor managements in HR BW dept. in experinced xxxx are workingover their. They don't know treate contractors,4,Current Employee - Develaper,Proslongterm contracts |and no functionvality. we call from desp who every like them,Conspoor managements in HR BW dept,0,,
22/8/2009,Great job in an interesting industry,4,Current Employee - Financial Analyst,ProsFord Finance is a highly regarded organization with a lot of strong processes and opportunities to learn. They like to rotate employees through different jobs every couple of years which is great for not getting stale and allowing for career development. Keeps things interesting.,ConsThe promotion track to the management level is long and hard. More formal training would be helpful to get acquainted with some of the tools and systems.,-2,,
9/9/2009,FORD EMPLOYMENT,3,Current Employee - Engineer - GSR 7,ProsThe company respects and provides great deal of freedom to for professional development| diversity and work life balance. The company treats employees with respect and dignity even under some most trying circumstances.,ConsThe company is slow to adapt changes and slow to recognize and reward innovations. Technical and subject matter expertise can only take you so far in the organizational hierarchy after which it becomes all-managment or process leadership which is unfortunate.,0,,
4/8/2009,Solid Internship Experience| Some Communications Issues,4,Former Employee - Student Programmer,ProsI spent a little over a year doing 20 hrs. per week as a Ford IT supplemental employee (40 hrs. per week between May and August of 2008)| as part of a college student employment initiative by Ford's IT function. In accordance with my skill set| I primarily worked on internal web-based application development. Overall| I appreciate the experience I was able to gain there| although like most IT jobs| the position had its trials and tribulations.The two supervisors at the Houghton office are great to work with and the manager is very flexible about scheduling. Assigned projects are based on experience and skill set| though almost all work is grounded in either Java or C++| with any database and/or web design knowledge being a big plus. Pay was very good compared to most other opportunities in the area| and there were even a few fringe benefits as a mere supplemental employee.,ConsCommunication with the rest of my project teams in Dearborn was sometimes a struggle. Getting everyone together for a phone or video conference was tough| so e-mail and word-of-mouth were heavily relied upon| occasionally resulting in gaps. Most people I was in contact with were cooperative and helpful| though a few strays needed a kick in the pants from their respective supervisors.Ford employs many thickly-accented foreigners| which can sometimes compound communication issues. Patience is simply the key in those situations.Opportunities for significant advancement are unlikely in the short-term| with the auto industry the way it is. Still| I thought Ford was being competently run during my time there| and its revitalized fleet of products should position the company to enjoy any sort of economic turnaround| should one come in the near future.,0,,
10/8/2009,Good Foundation but no room up,3,Former Employee - Engineer,Pros-Bright people who are passionate about the product-Strong entry level rotational program-Good salary and benefits for the area-Chance to travel and work in various locations,Cons-Small bonuses| raises-Company is downsizing so upward mobility is limited-Old school culture that is slowly changing-Old buildings and no department events,0,,
26/7/2009,Challenging work environment,4,Current Employee - Product Development Engineer,ProsThere are many exciting innovative projects to work on in many areas. The company is focused on executing flawlessly and expects a high level of performance. There is not much dead weight left and everyone takes their work very seriously. The company is making the right product decisions to support a successful future.,ConsThere is too much bureaucracy and it can take a long time to make a decision. The average workload is quite high and while management supports a good work/life balance it can be difficult to manage the expected workload without working extra hours. The chimney approach to managing the different product development organizations is outdated and causes political battles over who owns what.,0,,
9/8/2009,The Real Ford,2,Former Employee - Anonymous Employee,ProsWork life balance is supported.,ConsPolitics| politics| politics| politcs| politics.,0,,
3/8/2009,fin analyst,3,Current Employee - Anonymous Employee,ProsOne of the largest firms in Auto industry| good brand recognition| oppportunities fir rotation| new product launches| good perks| job,Consbureaucratic top management and a middle mgt that does not wnat to change|paper pushers with man years of experience but no industry knoiwledge,0,,
13/7/2009,Great working environment,4,Former Employee - Purchasing Specialist,ProsPositive| congenial work environment. Work/ life balance was respected. Co-workers were very supportive and motivated to do good work.,ConsPerformance reviews can't be taken seriously since most employees get the same rating. Employees are smart| although some are just there buying their time.,0,,
28/6/2009,Great for work-life balance,4,Current Employee - Marketing Manager,ProsGood for work-life balance| company cars and vacation time. Job is interesting if you like the products - which I do.,ConsVery hierarchical. You go into a meeting and you immediately know what grade level everybody is. Also| promotions depend on who you know.,0,,
12/6/2009,Getting ready to launch the future,5,Current Employee - Anonymous Employee,ProsWe have a plan and are executing it - we understand how to generate success and are making progress on changing the way we work.. This is an exciting foundation for the future,ConsChurn within the industry right now makes it somewhat stressful| everyone is working hard to make it through the downside of the economy| but the ride up will be fun!,0,,
20/5/2009,Buy a Ford!,4,Current Employee - Purchasing Specialist,Proslearning opportunities| work life balance| competitive salary & benefits for local cost of living| complexity and size of organization mean you are constantly learning the business,Conslong career path - you must pay your dues and have an established network of supporters before you get a management opportunity,0,,
1/6/2009,Once upon a time Ford was a career-company. Now| opportunities for advancement are very limited.,3,Current Employee - Product Engineer,ProsPeer employees are helpful.Out-of-college salary initially competitive.Global company with long reach.,ConsVery limited career progression opportunities. Highly silo'ed organizations. No cross functional leadership programs. Not a lot of diversity in management. Lack of tuition assistance and/or other developmental training. Management happy to have high potential employees stay in the same job year after year instead of looking for development opportunities. Given this| many leave the company and those who are left are middle to low performers.,0,,
20/5/2009,Ford poised for a turn-around| can they hold on long enough to make it happen?,3,Former Employee - Zone Manager,ProsIt's a volatile time in the auto industry and one who starts with and can ride out the storm would definitely be set for greater and faster opportunities for advancement.,ConsAgain| the volatility means everyone's job is in jeopardy and is a source of great stress for everyone. The moral with the company right now is low| although there are some signs of a light at the end of the tunnel with marginal success in the way forward plan Ford introduced in 2007.,0,,
20/5/2009,Good but the industry is bad,3,Current Employee - Financial Analyst, MBA Graduate,ProsPays decent| more than other places in the region,ConsIs a declining industry| and a lot of talent has left,0,
8/5/2009,The Cultural Transition is Working,4,Former Employee - Purchasing Specialist,ProsCompetitive pay| exciting industry| culture that promotes pride and family atmosphere,ConsWith the recent downsizing| opportunities for promotion and job changes are limited| Same amount of work has to be done by less people. Stress is high.,0,,
17/5/2009,Wait for at least 1 year before applying,3,Former Employee - Product Design Engineer,ProsIconic brand struggling through some really tough times. The product line is very strong if you love cars and trucks,ConsNeed keep the right people engaged if one needs to survive the downturn. The process of who gets picked is not clear.,0,,
30/4/2009,Ford - Recovery from Economic Crisis,4,Former Employee - Product Design Engineer,ProsOpportunities to increase eductation and learningA good salaryLots of interaction with diverse peopleChallenges of creating a good product,ConsThe ups and downs of the automotive economic cycle can create fear and confusion in employeesThe importance and focus on Quality is not consistantly implimented (Dr. Demming)Many reorganizations of departments seem more like empire building that improved ways of streamling the business,0,,
4/5/2009,Ford,3,Former Employee - Zone Manager,Prosopportunity to grow and advance,ConsPossible bankruptcy| tons of travel...must be ok with traveling. Willingness to relocate is essential if you want to move up.,0,,
12/4/2009,Ford Has a Chance| but it will be a stressful ride!,4,Current Employee - Ford IT Manager (LL6),"ProsFlexibility to get work done at all hours. Much less emphasis on ""face time"" vs. 15 years ago! Also| the new cars are really cool and you get to try them out through the ""drive one"" campaign before they're available to the public! :) We are starting to use the economic crunch to truly eliminated waste.",ConsLack of automotive sales make cost cutting a constant companion. There have been very few promotions in the last 3 years. There is a freeze on raises| no match on 401k contributions and no bonuses in the near future. The PR system is now pushing percentages for ratings so it does not pay to be on a team with all high performers!,-1,,
6/4/2009,Additional workload is building and the pressure increasing| then you could the next to be tossed out on your butt.,4,Former Employee - Financial Analyst,ProsDecent benefits. You do get a very good finance experience. I enjoyed most of the positions I had.I do think when the economy turns around| Ford will be in a great position and hopefully the family like culture will return.There are so many different opportunities at Ford you can be a part of--all over the globe. Again| I preference this on the economy getting better. This will open up more opportunities.,ConsAlways under pressure| who is going to be let go next. The workloads are beginning to become staggering. The work is transferred to the people who stay and it is still expected to be done. Things are falling through the cracks.It seems training is something of the past. There is no time to train others.The company is so big| you get lost in the suffle and are just another number. Unless you have a very good mentor| someone who can point you in the right direction.Most supervisors only care about themselves| they are not looking out for their people. Working with the UAW.,0,,
20/4/2009,A good company in the past which is in trouble now.,3,Former Employee - Zone Manager,ProsA somewhat stable domestic auto company. Good leadership. The benefits are more than fair.,ConsThe current economy makes it a very unstable environment in the auto industry as a whole| not only Ford. Also| there are too many managers in the company and even the managers know this and try to trim the vount down. So| I don't think there will be many promotional opportunities in the near future.,0,,
19/4/2009,Great place to work| but long hours.,3,Former Employee - Systems Analyst,ProsThe company provides great benefits such as medical| dental and vision. The 401k is not as generous as it used to be but it seem to be well managed. All of my co-workers were very dedicated to their work. The family discounts on vehicles are very useful and generous.,ConsThe work hours can be very long. Senior management often has no idea what is happening at the lower levels. Many of the engineers have an arrogant attitude towards the non-engineers.,0,,
10/4/2009,Dunton!,3,Current Employee - Product Development Engineer,"ProsSize of company is very good| everybody knows ""FORD"" and it is a major employer on everyone's CV. If you happen to like the vehicles and products you are in favorable situation.",ConsMost of the permanent employees here in Brentwood have spent all their lives at FORD| therefore they don't know other company cultures or any other products. Motivation is pretty much down| especially due to the unexpected downturn of some vehicle development programs due to the credit crisis.Having seen other vehicle OEM's I can say moral was the worst at FORD.Working in an office where almost everyone is a middle-aged male worker doesn't help improving office culture either| other manufactures have a more diverse workforce.,-3,,
25/3/2009,Ford Motor Company Review,4,Current Employee - Anonymous Employee,ProsFamily atmosphere is unlike anywhere else. You can have many different roles within the IT division based on your skills and never leave the company. The people are generally all very good to work with.,ConsThe policies| politics| red tape| and management by headcount instead of by profit and loss hampered effective management.,0,,
8/4/2009,it used to be a great company to work for| but it's not anymore and it won't be for a long time,2,Former Employee - Senior Cost Estimator,Proschance to make an impact if you work hard,Consnot a lot of accountability| not a lot of people care,0,,
24/3/2009,If you like cars the auto industry can be a great place depending on the economy.,3,Current Employee - Designer,ProsThe heritage and the good people that are here. At the best of times it feels like a family. The products are getting better by leaps and bounds. It is a global company and can offer the resources of a large corporation.,ConsOftentimes the company is too heirarchical and isn't flexible enough to manage change very efficiently. The mid level management appears ineffective because of the hierarchy mentality. Too many people are only looking out for themselves.,0,,
24/3/2009,Henry's flipping in his grave; they drove the company into the ground,2,Current Employee - Manager,ProsLarge company; many opportunites - if you are favored. Part of American culture.,ConsThe company is dying. They are in debt worse than the other 2. That's why they did not take the gov bailout money. They are mortgaged up to the Blue Oval. No growth; no opportunity to develop or move. Horrible| horrible morale.,0,,
25/2/2009,Ford is an awesome place to work!!,5,Current Employee - Anonymous Employee,ProsFor a person who loves challenges| this is a very good place to work,ConsNo growth| no pay raises in several years,0,,
28/2/2009,Those who stay will be Champions????,4,Current Employee - Product Analyst,ProsFord really does have the right plan in place survive this economic downturn and trive after it.,ConsThe ever shrinking headcount. I'm now doing the work three people used to do and quality suffers. Currently no growth potential (no promises that the hard work you're doing now will be rewarded in two years),0,,
