 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
15/3/2014,Mixed culture| but not harmonized,3,Current Employee - Analyst,ProsOne of the big car manufacturers in Korea.Average or little low compensation and benefits among top 100 companies in Korea.Many holidays including Summer shutdown period| Winter refresh vacation and substitute holidays.Once a typical inflexible Korean company culture like command and discipline| but after GM acquired the company| flexible western culture has been adopted. Employees may experience very different company culture according to their direct boss.,ConsIncreasing manufacturing cost.Powerful internal competitiors like China and India.Unstable position in corporate's global business strategy.Inconsistent HR strategy.Worsening labor relations.,0,,
27/2/2014,A laid back environment with everyone contributing equally,5,Former Employee - Line Worker,ProsNo complaining about others not working hard| good pay| able to be in your own world while working| very little stress| 8 hour shift workGreat benefits and pay,Consmonotonous work| repetitive| no room for advancement| boring| lots of negativity within peopleSometimes the job leaves certain parts of the body feeling sore and overworked. I would recommend working out and stretching while employed at GM,0,,
26/2/2014,Excellent experience in a manufacturing plant,5,Former Employee - Assembly Line Worker,ProsOverall| the assembly line employees were treated respectfully and had a really good job. It is a clean manufacturing environment| and most jobs require a reasonable amount of focus/effort/dexterity. I enjoyed my time there.,ConsI was able to try a few different jobs on the assembly line| and some were very difficult| even with all the advances in technology over the years. Some were simply still not ergonomically designed and could really lead to repetitive use injuries| so I definitely think ALL of the jobs in the plant should be designed so the part fits well/slides on easily or does not require really awkward bending of the wrist while using a power tool| because the wrist is an easily damaged area.,0,,
26/2/2014,Treated fair,4,Former Employee - Material Handler,ProsGood pay| Benefits. Room for advancement.,ConsMedical personnel did not have the interest of the workers.,0,,
12/3/2014,GM Culture,3,Current Employee - IT Manager,ProsGM pays higher salaries than all companies in the Detroit area,ConsHigh tension work environment. Lack of team work.,0,,
10/3/2014,A company obsessed with process,2,Current Employee - Senior Engineer,ProsLots of job security. Freedom to try different jobs.,ConsProcess driven. No career growth. Moves very slow.,-1,,
23/2/2014,Lots of opportunities| good benefits,4,Current Employee - Senior Manager - IT,ProsLots of career opportunities: each business function can be a $30 billion company by itself. Being in IT| you can move around and gain different experienceGood work life balance: reasonable hoursGlobal opportunities: you get to work on global projects and if lucky| may even get an international assignmentFor the 8th level Managers and above| the company car program is awesome.,ConsBureaucratic: things don't move fast enough. The new (CEO and CIO) leadership is trying to change things but it takes a while to change the cultureSome areas can be politicalThe leadership tolerates low performers -- takes a lot of work to handle theseCould do better to recognize and reward high performersHR policies are outdatedLeaders think they know everything and don't like to acknowledge that the world outside has better ideas: I don't see them adopting new techniques from conferences etc.,0,,
9/3/2014,Design Engineer,3,Current Employee - Design Engineer,ProsGood place to learn about automotive industry| here yo can learn about the different stages of the desgin of a car| and how is its assembles until the final costumer owns the car.,ConsDifficult to have professional growth.Salary not to high.Job load not well balanced.,0,,
22/2/2014,Good place to work,4,Current Employee - Senior Arch,ProsGood place to work. Great benefits. Good salary if you have the right skill at the right time...ie..when they really need you,ConsHierarchical organization where managers at each level feel superior and better than employees at lower levels. Promotion is based more on being LIKED than pure skills and productivity.,0,,
22/2/2014,A great place to work.,4,Current Employee - Anonymous Employee,ProsGreat place for good work life balance.,ConsPoor management decisions. Slow to make changes.,0,,
19/2/2014,A good place to work,5,Former Employee - Rns,ProsGMAM is a great place to work if you fill certain requirements. The firm is very goal oriented| and is the right place for an individual who understands how they fit in with the corporate culture that is dictated by Detroit| and not NY.,ConsGMAM could be a great career for a financial professional. However they must realize that GMAM's only true client is General Motors.,0,,
15/2/2014,Evolving Company & Culture,5,Current Employee - Finance,ProsExcellent benefits (paid HSA| 2x 401k match)| Generous PTO| promotions determined by performance| new effort to develop young company talent| Positive company outlook| Signs of real cultural progress,"ConsStill encounter occasional lingering bureaucracy from the ""old GM""| older employees that oppose change",-1,,
25/3/2014,GM IT Innovation Horrible,1,Current Employee - Anonymous Employee,Prosvacation days are good in december,ConsGM does not care about the employees at the IT innovation centers. If you have ANY issues they will not be addressed. you are a worker.,-1,,
2/3/2014,Working Experience,3,Current Employee - Mechanical Engineer,ProsGood Company to work with Excellent Benefits. a lot of things to learn in any area| nice environment.,ConsMost of the plants are located in the middle of no where| should sacrifice social life in order to work. Interview process is extremely difficult| I think there is no meritocracy in interview process| they hire who they know or referred| not who applied online,-1,,
17/2/2014,GM Experience,4,Current Employee - Design Release Engineer,ProsThere have been many opportunities to move positions. The salary has been good. There have been good bonuses.,ConsManagement| in my experience is not always willing to discuss self improvement in a meaningful way.,0,,
20/2/2014,Its okay| nothing great,3,Current Employee - Senior Software Engineer,ProsKinda flexible| you can work from home at times| or go back early,Conslots of work| they are taking over stuff from hp contractors| so you can be thrown in random situations,-3,,
10/2/2014,Interesting,4,Former Employee - Anonymous Employee,ProsGreat company with long history,ConsNo that internet| little behind,0,,
7/2/2014,Great salary for a new college hire!,4,Current Employee - Software Developer,ProsGreat salary| benefits (especially the relocation benefit)| brand new building and total IT restructuring so great equipment and environment. Casual dress on most days (jeans and collared shirt for example). Young to middle age co-workers... great to work with.,ConsA little disorganized with new building and ongoing construction (4th floor still under construction). Very locked down IT network (forget remote desktoping to home PC or SSH'ing into remote server| etc.).,-1,,
9/2/2014,GM Experience,4,Former Employee - Many,ProsGood pay. Good benefits. Many good and talented people.,ConsToo many undefined directives. Not knowing where you stand within your department.,0,,
8/2/2014,Ups and downs| like everywhere. Overall an interesting experience.,4,Current Employee - Anonymous Employee,ProsGreat people. Variety of different projects to work on. Travel opportunities.,ConsBureaucracy. Committies. So many layers of decision makers.,0,,
7/2/2014,I had a great working experience at GM,4,Former Employee - Assembly,ProsThere are many opportunities with this company.,ConsWhat the motto is versus the actuality is not always the same.,0,,
7/2/2014,Safe work environment and friendly.,4,Current Employee - Anonymous Employee,ProsThe benefits are somewhat descent| and the profit sharing checks.,ConsThe workers needs need to be taken into consideration more,0,,
21/2/2014,Could be better for a new grad,3,Current Employee - Anonymous Employee,ProsjUST like the experience as a recent grad,ConsNeed to clean up the politics inside the company,0,,
6/2/2014,Great company| lots of room for movement and advancement,5,Current Employee - Group Leader,ProsPeople make the difference| lots to learn,ConsSome older culture issues still holding GM back,0,,
5/2/2014,Great company to start your career,4,Current Employee - Researcher,Prosflexible work schedule| sometimes work from home| a lot of holidays and vacations,ConsToo big and too much hierarchy| not see the impact of your work,0,,
10/3/2014,Same old GM,1,Former Employee - Engineer II,ProsMaking better cars and putting the customer first has improved greatly since bankruptcy. Great non-management co-workers. Quickly becoming a major technology company vs just an automaker.,ConsVery poor leadership. Management actively tries to keep down individual contributors instead of fostering their growth. Mistreatment and retaliation against employees who speak up is common.,-3,,
15/2/2014,Static,3,Current Employee - Assistant Marketing Manager,ProsVery dedicated staff| fantastic products| great flexibility in work life balance| bonuses have been great the last few years| very low turnover of employees,ConsStill not obvious why some people are management. Promotions are help out like carrots but never seem to materialize. A few managers have no business leading people. Beauracracy still hampers quick movements,-1,,
2/2/2014,Great opportunities to career development. Many people with good expertise.,4,Current Employee - Mechanical Engineer,ProsThe company offers you all tools you need to develop your job.,ConsSometimes you do not have empowerment to present your work outside your area.,0,,
27/1/2014,Great place to learn,5,Former Employee - IT Developer,ProsGreat colleagues & exposure to IT,ConsThey seemed to have overhired; a little disorganized,-1,,
26/1/2014,Rewarding experience,4,Former Employee - Anonymous Employee,ProsIt was fun to come to work every day. Great work environment| coworkers made the entire experience very fun and enjoyable.,ConsLack of upward mobility within the company. There was a strong sense among fellow coworkers that upper levels of management did not value employees who had put in several years of outstanding work.,-1,,
22/1/2014,Review of General Motors,5,Current Employee - IT Manager,ProsThe IT Leadership and Corporate culture at general motors is charismatic and progressive| giving great opportunities for learning| growing and advancing your career.,ConsSignificance of work sometimes requires long hours,-1,,
4/2/2014,systems admin,5,Current Employee - Anonymous Employee,Proswe have a good salary,Conswe have no cons at all,0,,
25/1/2014,Satisfied,4,Former Employee - Production Supervisor,ProsCompany with continuous changes and growth.,ConsLack of feedback if you are doing good or bad your job.,0,,
24/1/2014,A phenomenal company to work for with great salary and benefits.,4,Former Employee - Facilities Manager,ProsThe number one US auto maker!,ConsThe UAW has entirely too much influence over Plant Managers.,0,,
17/1/2014,Awesome,5,Current Employee - Engineer,ProsGreat Pay| Smart People! Very Flexible!,ConsHealthcare could be better for families. Retirement could be better.,-2,,
5/1/2014,GA IT Innovation Center| IT Professional,5,Current Employee - Anonymous Employee,ProsExciting time to be in IT at GM - a lot of opportunity to provide input and shape how IT is done. Career opportunities are great. Benefits and salary are good.,ConsManagement doesn't understand yet what it takes to be a workplace of choice for IT workers. No outside training or reimbursement for professional certifications| or professional organization dues| etc. No free coffee at work (bring your own K-Cups)| work-from-home policy sporatic| long hours and no comp time policy| no free holiday parties or gifts/prizes - manty perks that experienced IT workers are accustomed to are not provided.,-5,,
6/2/2014,Work load is not so high| good balance between work and family,2,Current Employee - Powertrain Product Development Engineer,Proseasy job. do your 8 hours thing and then go home.,Consno career opportunities. hard work did not translate into good pay increase. The rating system is kind useless.,0,,
5/2/2014,GOOD PLACE TO WORK,3,Former Employee - Sales,ProsGood stracture| procedures| products| office,ConsSalary| promotios| management| organisation| people,0,,
17/1/2014,Professional Development,4,Former Employee - Human Resources Manager,ProsMany opportunities for personal and professional development. Fast pace and high technology requires someone with great flexibility and learning agility.,ConsThe company success is based on market share and revenue. However| in tough economic times| some people shouldn't really purchase a new vehicle| but it's necessary to encourage them to do so nonetheless.,0,,
16/1/2014,Great environment| big change from 10 years ago,4,Current Employee - Senior Buyer,ProsYoung energetic environment| new opinions are embraced| flexible work environment,ConsSome depts still more process driven than results,0,,
13/1/2014,Excellent pay| benefits| worklife balance,5,Current Employee - Laborer,ProsSupport system for mentoring each step of advancement,ConsNo cons| no cons| no cons,0,,
27/1/2014,Good learning environment.,3,Former Employee - Dealer Development,ProsSupport and resources from a large corporation.,ConsMomentum can be slow on particular programs.,0,,
11/1/2014,Freedom to do your job| can be difficult to get promoted,4,Former Employee - Senior Project Engineer,ProsFlexible hours| come and go as you need. Large company with many areas to work in.,ConsCan be difficult to get promoted. No clear reasons why some people get promoted and others don't. Seems to be more political than anything. Good performance doesn't get rewarded with promotions| just additional work.,0,,
24/1/2014,Underwhelming,3,Former Employee - Anonymous Employee,ProsBig company charm| recognition,"ConsBeware fresh grads- if you don't negotiate your salary at the time of joining| you will stay in the lower band for many many years to come. They claim that an average employee's salary is at par with the industry but remember that includes old timers who used to get hefty raises back in the glory days. So somebody has to be paid peanuts to be ""at par"" = new employees who are desperate for work and would bend over backwards just to get inEmployee discount is a joke!",0,,
9/1/2014,Good Experience,5,Current Employee - Development Engineer,ProsGood people| Awesome Training| great management,ConsIn north harsh weather conditions| huge company| can feel lost.,0,,
17/1/2014,GM,3,Current Employee - Lead Engineer,ProsExciting New Products coming in product cyle,ConsNo overtime for exempt employees,-2,,
21/1/2014,You earn every dollar,3,Former Employee - Alternate Team Leader,ProsYou get in early and leave early. Good people in co-worker levels. Hard working people. Profit sharing bonus and good health and 401k benefits| paid holidays and vacation time.,ConsCan be very physically and mentally draining work if you are on the assembly line| poor communication from leadership| No energy to do anything else after work. Work eat sleep| wake up and do it again but a job is a job.,0,,
6/1/2014,Worked there for 35 years,5,Current Employee - Production Supervisor,ProsGood place to work and pay is excellent,ConsHard to get hired there. Have to know someone on the inside in the union.,0,,
6/1/2014,Industrial Engineer,5,Current Employee - Anonymous Employee,ProsGood work and life balance enjoy,ConsSometimes have to work split shifts,0,,
21/1/2014,Trying to get better| still stuck in neutral,2,Current Employee - Anonymous Employee,Prosgood pay. Great colleagues. Opportunities to move around globally| if inclined.,Consstill stuck in 1950s corporate mentality of only GM ideas are good ideas| but yet not killing it in the market.,0,,
20/1/2014,Didn't think I'd go back| but they wanted me so bad| I couldn't refuse.,3,Current Employee - Buyer,ProsIt is improved from the cold sterile environment of the early 2000's when I left. Good salary| peers are great. Benefits are very good. I'm optimistic it will get better.,ConsExecutive director level and above are far removed from day to day operations and are not as accessible as they claim. They don't lead much or interface with the people at the tactical level.,0,,
29/12/2013,Tier2 Agent-Call Center,5,Current Employee - Customer Service,Prosvery friendly and knowledge company,ConsOne down side for working fro General Motors its a very diversity',-1,,
1/1/2014,Engineering coordinator,4,Former Employee - Anonymous Employee,ProsGreat people and great working conditions,ConsGM don't hire full time,0,,
13/1/2014,I loved it while I was there but was laid off due to politics,3,Former Employee - Assembly Like,Prosgreat benefits| pay is excellent| most of he people that you work with are great| they take care of there employees for the most party,Conspolitics are important and play a major role in everything,-1,,
27/12/2013,I am proud to be a GM employee.,5,Current Employee - Design Release Engineer,ProsLots of opportunities. Great company with a bright future. GM is very focused on making it the workplace of choice.,"ConsIt is both a pro and con. GM is such a big company that it is easy to get ""lost in the crowd"" if you're not careful.",-1,,
31/12/2013,24 years as a production worker,4,Current Employee - Production Supervisor,ProsGM has always provided top wages and benefits for their employees. Other than the occaisional production slow down layoff work has always been steady.,ConsWe are currently into our 5th year of mandatory 6 days a week overtime schedule. While this is great for the financial bottom line it is tough on family life and the body as we get older.,0,,
28/12/2013,Great place to work with numerous experienced professionals,4,Current Employee - Senior Research Engineer,Proschallenging projects for research and innovation,Conshuge organization; slow career growth,0,,
11/1/2014,Average company to work for,3,Current Employee - Senior Project Engineer,ProsProfessional atmosphere inside the company,ConsNot innovative and management happy with status quo,0,,
13/12/2013,3 years working - battery system- Warren| MI,4,Current Employee - Battery Engineer,"Pros- GM is doing very well as a corporation. After bankruptcy| a lot of ""fat"" is out of the company. All that is left are employees willing to design| build| and sell the worlds best vehicle.- Everyone is passionate about GM products. Very few drive non-GM vehicles.- Great perks. If you work engineering| then most likely you be driving NextGen vehicles to home and work. 401k perks. Health perks. Vacation Perks (up to 30 days if you work there long enough).. etc..- Auto industry is moving at an insane pace. Very exciting time to be in the industry (NextGen infotainment| hybrid and electric| Passive safety systems| etc.). Plus| cars are cool! People hang posters of cars. You probably have some sort of personal connection to your car (love it or hate it kind or relationship). Your friends most likely care more about the auto industry rather than the cell phone or server industry.- Your work is important. Any changes you make to a vehicle are seen by 10 million customers a year.- Challenging work. The car is easily the most complex thing you own (100's of sensors| multiple computers| variety of serial comm| extreme heat and shock exposure| engine controls| crash proof| radar| etc.)- GM just started a 5 year glide path to management (higher education (MS and MBA)| exposure to multiple engineering arenas| engineering roles (programmer| program manager| release engineer| etc.)- Overall| very an excellent place to go to work.","ConsBefore| I get into the cons| lets remind ourselves of the obvious... GM has over 200|000 employees at 390 facilities globally. Now lets begin- I am pretty sure GM invented and maintains the definition of corporate culture. You are going to have lots of emails and lots of meetings. You have to be a people person. Get used to working with a variety of personalities.- If you are the type of person that ""assumes"" work is getting done| it is not. You need to be vigilant at GM and remind co-workers of their duties.- GM seems old. Physically| there are a lot near retired employees. Young people are starting to show up.- GM is like a large university. There is no hand holding. Once you show up| you have to figure out everything yourself. Teach yourself engineering principles| corporate structure| etc.- It is a very 7:30 - 4:30 job. Expect to work those hours... By 6:00pm the place is a ghost town.- Again| GM is big. You are the employee whom work hard and does everything that their management ask for... you are not going to get promoted. Everyone does that. You need to stand out| write patents| change positions that have exposure. You need to be strategic. No one ever gets promoted in a linear fashion.- Health benefits needs to be improved. Deductible is way too high.",-5,,
18/12/2013,Sr SAP Analyst,4,Current Employee - Senior SAP Analyst,Prosgood work life balance| flexible time,Consprocess| too many people| on call support,-2,,
17/12/2013,My summer at GM,5,Former Employee - Inspector,ProsMoney| Rasies| Benefits| and opportuities for advancement are outstanding!,ConsI did not like being stuck on Afternoon shift.,0,,
11/12/2013,Plenty of opportunity,5,Current Employee - Senior Buyer,ProsProvide the ability to grow in a career and not become complacent in your position.,ConsI have no cons to report,-1,,
11/12/2013,Great company to work and grow,4,Former Employee - Engineer,ProsResources| money almost always there for development projects and studyies. Cutting edge CAD systems and great work areas. Your allowed to learn and grow in many areas.,ConsMichigan| the roads| the wearther| the getto. Cost of living is some what high.,0,,
15/1/2014,Micromanaged CAC that is beyond fair. You will be treated like a child while having to walk on egg shells everyday.,1,Current Employee - CAC Tier II,ProsI can't think of any... wait... there are a lot of vending machines| but they have bad food| that's all I could think.,ConsPay| perks| treatment| hostile environment| unapproachable management| schedule| work force| gossip| team leads| computer system that is ten years old.,0,,
2/12/2013,Excellent work environment,4,Current Employee - Production,ProsExcellent pay and benefits compared to competition,ConsNo negative comments| was treated with respect,0,,
14/12/2013,Company with lots of opportunities but dodgy career development,3,Current Employee - Manager,ProsCompany has some exciting positions across the globe in its post-bankruptcy era as the financial position of the company has improved considerably,Constoo much politics and not a culture of meritocracy....in such a large company| its more about luck| who you know| schmoozing that counts in terms of career development,0,,
3/1/2014,Educational,1,Current Employee - Anonymous Employee,ProsExposure to making your own decisions and being held accountable either way it goes,ConsSome Management levels may not be suited to manage others,0,,
10/12/2013,Cost cutting takes center stage,3,Former Employee - IT Manager,Prosbest thing is that it is a large company and a potentially large scope of responsibilities. Working on IT side in product development was fun since top leadership in this IS&S division was solid. Product Development's IS&S management really knew how to get things done and drive change through organization. But other IS&S management| when they are bad| they are bad. IS&S Operations groups just don't know how to get the best out of people| seemingly not able to drive successful projects.,Conscost cutting is job #1,0,,
11/12/2013,Decent benefits| long hours,3,Current Employee - Anonymous Employee,ProsThe benefits are quite good,ConsLong hours can sometimes make optimal work/life balance difficult.,0,,
8/12/2013,Very demanding,3,Current Employee - Assembly Worker,ProsHealthcare benefits are good| pay scale is very good,Consnot very organized| employees very disrespectful to each other,0,,
7/12/2013,70 Hour Weeks for New Salary IT Employees!,2,Current Employee - Technical Writer/Editor,ProsGood benefits but don't save with GMs401K plan until you have been there through your first year with good reviews. After the first year of decent reviews| your job is pretty safe and you can move to another position. You can't get the matching 401K money until you've been there at least three years!,ConsHighly political. Long hours| weekends. Directors do not review poor Managers with employees and then protect the employee once they get a negative report. Management is protected; employees are expendable.,-1,,
6/12/2013,Technician,3,Current Employee - Validation Technician,ProsA very Relaxed environment to work in.,ConsHard to move up and barely getting noticed.,0,,
17/11/2013,GM A great company to work for,5,Current Employee - Senior SQE Casting,ProsI am paid fairly| treated with respect and consideration of my personal life. The new GM is more focused and determined| possibly because we were able to get a glimpse at the grave. I recently attended an auto show and as I strolled through it| I was very proud of the products that GM has to offer. The fleet of Cadillacs are awesome and the new Impala is gorgeous.,ConsI do not have any negative comments.,0,,
8/11/2013,Great place to work!!!,4,Current Employee - Mechanical Engineer,ProsStill great benefits compared to competition.,ConsLimited career development opportunities within corporation.,0,,
21/11/2013,Very political company to work for,3,Former Employee - IT Project Manager,ProsIf you have mediocre skill set and if you like politics and want to build network and enjoy expanding network this is a good company for you.,ConsHave to overcome many hurdles to produce some thing,0,,
5/11/2013,Great Company with opportunity if you can get with the right leadership,4,Former Employee - Manufacturing Engineer,ProsOpportunities within the organization. Many locations.,ConsThere is a strong tie to the past which can inhibit the organization,0,,
12/11/2013,Adapting to a changing business environment,2,Former Employee - Anonymous Employee,ProsThroughout my career| I was provided ample opportunity to learn and develop my special capabilities that will preserve my marketability and strategically position me for change.,ConsThe bankruptcy contributed to the current lack of focus on the people. The bankruptcy also allowed for adjustments in retirement benefits that do not align well to the current economic climate.,-1,,
13/11/2013,When i was work with GM client . client is prospectal | protocal,3,Current Employee - Project Manager,ProsWhen i was work with GM client . client is prospectal | protocal,ConsDon't have new plan and response of employee,0,,
8/11/2013,Some good learning opportunities with limited career growth,2,Current Employee - Anonymous Employee,ProsVery good place for young engineers to learn and pretty good opportunities for young engineers to move within the company.,ConsNot so good choice for mid career engineers. Very stagnant and with very limited advancement. Company is willing to do more to retain young engineers and does not care much about mid career engineers.,-2,,
25/10/2013,Best Company to Work For Ever,5,Former Employee - Line Worker,ProsGeneral Motors offers a nice salary; bonuses when they make a profit; good shifts; really good benefits.,ConsThe only way to get hired into General Motors is to know someone already working there which keeps the community in which they are situated at a stand still until someone you know is hired. Some of the lines are too far from the cafeteria so you don't have the ability to go and get hot food but you learn to deal with it.,0,,
25/10/2013,Sr Software Engineer,4,Current Employee - Anonymous Employee,Pros- Great Place to Work.- Management is very supportive- Lot of fun activities apart from Work- Best product company to work for.,Cons- Opportunity for Junior Employees- Need to provide option to move to different domain.,0,,
25/10/2013,Professional and friendly working environment,4,Current Employee - Finance Analyst,ProsLots of opportunities within the company. People are friendly and professional.,ConsAs a big company| there are too many processes and bureaucracy sometimes.,0,,
24/10/2013,Campus Recruiter,4,Current Employee - Global Business Process Specialist,ProsIt was a Great place to work and I learned a lot while there.,ConsI was laid off in 2009,0,,
24/10/2013,General Motors...Janesville| WI {No longer an operating plant}.,4,Former Employee - Production,"ProsThe pay was great. GM's supervisors/management {for the most part} were good leaders & advocates for their department's workers. Time off on ""shut down"" a.k.a. ""change over""...was a great perk {2 weeks paid time-off over Xmas & New Years}. Overall a good company to work for.",ConsThe hours & monotony suck the life out of you! Mandatory 10-12 hour days doing the same tasks day-in-day-out. Second shift typically ran from 3pm-3am {not a great schedule for parents}| The plant closed down in WI.,0,,
22/10/2013,good,4,Former Employee - Anonymous Employee,Prosemployee friendly nature so so,Consno long term planning except a few area,0,,
18/10/2013,26 years of successful performance in operations| material management and service,4,Current Employee - Part5s Manager,ProsGM is a modern organization always opened to innovation and lots of opportunities at all levels.,ConsTraditional management style many times interferes for new ideas to come to the table.,0,,
15/10/2013,Excellent salary and work environment| but not much room for advancement.,4,Current Employee - Database Administrator,ProsExcellent salary.Great location.Great job security.,ConsSometimes I get the feeling that there isn't much room for advancement| because of the high percentage of older workers.,-1,,
13/10/2013,EHS Supervisor/Engineer,5,Former Employee - EHS Engineer,ProsAn excellent working relationship with all departments. Good interface with strong communication encouraged.,ConsThe location in Reno is somewhat remote.,-1,,
16/10/2013,Lots of learning opportunities,4,Current Employee - Anonymous Employee,ProsLots of opportunities in technology. Relaxed working environment.,ConsEasy to get buried in bureaucracy and make a measurable impact.,0,,
30/10/2013,It was fun working place. People were friendly and easy to work with.,3,Former Employee - Anonymous Employee,ProsLots of training and therefore learning opportunities.,ConsLack of empowerment. Too many people. IT support is poor. Too many approvals needed for next steps.,0,,
30/10/2013,Leadership is not accountable,2,Former Employee - Supplier Warranty,ProsNice amenities and perks if employed by GM this leads to a we/them mentality rather than a team approach in the work place for contractors.,ConsSame good ole boy mentality. Tools and/or training is not available when needed. Tribal knowledge is insufficient as workers perform tasks by rote without understanding why.,0,,
27/10/2013,GM has been good to me and not good to me,3,Current Employee - Anonymous Employee,ProsDecent pay| flexible hours (depends on manager though),Consno reason for people to stay since the overall benefit package is no better than other companies. I stay here because I get max. vacation days since I have been here over 20 years,0,,
26/10/2013,Great company for professional advancement,3,Current Employee - Communications Manager,ProsChallenging work| yet rewarding. Merit-based culture.,ConsIssues with work-life balance; company culture needs a lot of work.,0,,
10/10/2013,Very good company if you are looking for stability,4,Former Employee - Business Development Manager,ProsVery stable company| even during hard times in 2007-2009. Experience| knowledge| product are a great benefits.,ConsNo commissions even for the sales positions.,-1,,
6/10/2013,Pay is Good| Career Opportunities Restricted if your good at your job.,4,Current Employee - Senior Business Analyst,ProsPay and Benefits are great!,ConsNot a lot of Career advancement opportunities if you arr good at your job and have a unique skill set..,-2,,
8/10/2013,Working at GM can be very rewarding| with opportunities to grow in many directions.,4,Former Employee - Environmental Engineer,ProsWorld leader in auto manufacturing; job opportunities in a wide variety of fields; structured employee evaluation| development| and training; discounts to some great vehicles!,ConsLarge company = large bureauocracy; sometimes slow decision-making; can get confined to certain area or position; good| but not great| pay/benefits.,-1,,
10/10/2013,Pretty good,4,Former Employee - Financial Analyst,ProsLots of competent people| good hours| projects tend to be engaging good place to work for the most part.,ConsSometimes feel that my work was not being noticed by superiors and did not like the rotational programs,0,,
9/10/2013,amazing to see it all come together,5,Current Employee - Assembler,Prosbenefits| salary| coworkers| team work| overtime,Consparking in back if u dont have a GM model vehicle :),0,,
3/10/2013,Good experience,4,Former Employee - Engineer,Prosthe hours were quite good,Consthe location was not very good,0,,
14/10/2013,Lack of Exciting Opportunities,3,Former Employee - Staff Research Engineer,ProsGood salary| good work-life balance.,ConsLack of opportunities for advancement.,0,,
3/11/2013,good for short term employment,1,Former Employee - Director,Prosgood place to learn about the automotive sector business. Large organization - if you are good and lucky it is possible to see more than one location and multiple functional assignments,"ConsNo loyalty by this company or its senior management. If you work outside of S.E. Michigan (especially overseas) - it can be exciting but will not be rewarded. Living the company values| delivering exceptional performance| being loyal| etc will not overcome the ""good old boy/girl"" factor. Senior management will pick those that have stayed ""well within the lines"". Staying too long (longer than 6 to 8 years) will be a negative when looking outside as most of the industry does not think much of the GM culture - especially for executives.",-2,,
23/9/2013,I worked for GM for many years. In that time I learned a lot about many different areas and had great training.,4,Current Employee - Production Control,ProsOpportunities abound with the many sites in the United States and throughout the world. There are both small and large sites to suit the desired environment.,ConsManagers are rotated every three years. As soon as you begin to gain respect with your current manager| they get rotated out and you have to start over with someone new.,-2,,
24/9/2013,GM is back on the rise| and I am proud to be on board.,5,Current Employee - Manufacturing Engineer,ProsLarge company that offers a wide array of career opportunities. Excellent benefits| compensation and vacation package. Employees are extremely knowledgable and intelligent. A lot of the engineers that work here are truly elite.,"ConsSlow to change| there is a genuine belief that ""change is bad."" While very knowledgable and productive| the workforce is on the older side. With most employees in their 40's and 50's| it makes it difficult for young professionals to network for the future.",-1,,
27/9/2013,Thirty very rewarding years for me.,5,Former Employee - Maintenance Skill Trades,ProsVery good pay and a company that is definitely headed in the right direction.,ConsBecause we living in the age of downsizing| a lot of my friend left the company before they were ready. Also all new hourly employee will work for a fraction of the compensation that we received years earlier.,0,,
28/9/2013,Great company,5,Current Employee - Systems Engineer,ProsVery clear process and well defined responsibilityGood paste of workGood working environment,ConsA lot of talents and so hard to move up,0,,
10/10/2013,The Temporary Advantage,3,Current Employee - TPT,Pros-Highly competitive wages among readily available student employment-Schedule accommodates lectures| exams| and study time,Cons-Inconsistent| difficult to predict hours-Grimy labour environment with risks of frequent| though negligible injury (e.g. bruises| spark burns),0,,
6/10/2013,Great experience extremely poor management,3,Current Employee - Anonymous Employee,ProsExposed to a wide variety of projects. Great learning opportunity,ConsSome of the people in management are great technically but have absolutely no management skills.No clear vision| constant organizational structure changes.,-1,,
27/10/2013,Typical auto company,1,Current Employee - Anonymous Employee,Pros4 day long weekends for statuatory long weekends,Consthe culture is very much old school,-1,,
4/10/2013,Global Opportunity,3,Current Employee - Senior Engineer,ProsGreat products being designed all over the globe. A lot of great people globally in the company. High tech.,ConsSome bad behaviours still present.,0,,
15/9/2013,Good work place,5,Current Employee - Senior Financial Analyst,ProsGood Work life balance| pay| benefits & vacation policy.,ConsNone too major to note in here.,0,,
26/9/2013,Its pretty Good working here.,3,Current Employee - Supervisor,ProsFriendly place to work for.,ConsTo much back stabbing here.,0,,
13/9/2013,I work from 1981 to 1986 at GM Research Laboratories| building and designing computer automated engine test systems.,5,Current Employee - Program Manager,ProsWork on state-of-art equipment and the next generation of technology for automotive use.I work on the P-2000 hybrid diesel-electric and gas-electric| as well as| the all electricFocus due out in 2014| it might out sell Chevy volt and Toyota units combine. The Ford Fusion| according to Consumers report and CAR and DRIVER is a better buy| has better performance and fuel economy that the Toyota Prius.,ConsNone| GM is on the right track| but needs to offer Hybrids in their bigger modles| likethe Buick Enclave.,0,,
10/9/2013,Great company - huge change from the past,4,Current Employee - Finance Manager,ProsThe new GM is getting more dynamic - the products are improving a lot and now you can feel proud about them! Going in the right direction.,ConsWorking hours are significantly high - still needing better systems to automate information processing,0,,
11/9/2013,Change starts from within,2,Current Employee - Software Developer,ProsExcellent benefit package. Location is good.,ConsTelework is only available sporadically. Mid mgmt is struggling with all the changes and is doing their best to keep the fiefdoms. For a company that is talking so much about innovation| it's surprising they hired so many of the existing contractors instead of finding some new blood.,-9,,
7/9/2013,Great platform to learn and grow professionally| and move on to a better position elsewhere,4,Former Employee - Supervisor,ProsSmall but energizing company with lots of projects and task.,ConsNot many career opportunities for middle management.,0,,
