Post,comments
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","
 
        Julio Uriburu FRENCH
      
 Y have one RANGER from Argentina and  i am not sure ref.you are .........."
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","
 
        Arlind Banushi
      
 YES!"
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","
 
        Arlind Banushi
      
 There are many ways to do it."
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","Greg Scott      
 I have a 2016 ford focus and it didn't work 
Filipp Gorelik
      
 You have a new-gen Applink-based system. Download the Ford Pass app and you should've able to get alerts through your mobile phone.




"
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","
 
Ben Payne
      
 Not available in the U.K. I thought ?
 
Karl  R Hunter
      
 Nothing is available in the UK ?. "
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","
 
        Dan Dy
      
 I need someone to talk to from Ford Philippines who can help me escalate the experience I had with Ford."
" “Ford is committed to creating an environment that promotes diversity and inclusion within our workforce and communities,” said Meeta Huggins, Chief Diversity Officer, Ford Motor Company. “The diverse backgrounds of our employees truly make us a stronger company and we are extremely proud of our policies and programs that support equality."" Learn more: http://ford.to/2ggC3E1
…see more
","
 
        Dan Dy
      
 I am currently talking to someone via email and I kept on asking for any type of contact information (email, physical address or contact number) where I can escalate an ongoing issue with my car. I already asked them for the third time yesterday via email but they don't seem to care because they are not providing me the details that I need 
"
" !It's #TipTuesday! Click below for 4 ways to improve your interviewing success!
","
 
        Dan Dy
      
 Just to give you a brief background, I went to one of the ford dealers here in the Philippines to have my car fixed that was last October 11, 2016 and guess what? Until now I don't have a car to use. "
" !It's #TipTuesday! Click below for 4 ways to improve your interviewing success!
","
 
        Dan Dy
      
 43 days has passed and still my car is not yet fixed. This is causing a huge inconvenience for me and my family. I bought a car to make things easy but these guys are making it hard for me."
" !It's #TipTuesday! Click below for 4 ways to improve your interviewing success!
","
 
        Dan Dy
      
 Zero customer service rating, doesn't even provide me any updated. i kept on calling them and its either no one is answering or some will and will just say that they will call me back but doesn't even care to call me back. I have been very patient at first but this is causing so much trouble, no car to use on a week end and the hassle of riding a cab daily on my way to work and going home.
"
" !It's #TipTuesday! Click below for 4 ways to improve your interviewing success!
","
 
        Dan Dy
      
 You guys need to take full responsibility, I invested my money in a well-known company and this is not the type of after sales service I deserve. Also, I’m paying for this in a monthly installment plan but I wasn’t able to use something that I am paying for, good job guys.


Filipp Gorelik
      
 Maybe this is not the proper place to discuss this."
" !It's #TipTuesday! Click below for 4 ways to improve your interviewing success!
","
 
        Pranav Badole
      
 Shachi Vyas"
" !It's #TipTuesday! Click below for 4 ways to improve your interviewing success!
","
 
        David Ricks III
      
 When will the Apple Car play be updated on the 2016 F150?"
" Driving through extreme weather is risky business, so here are some tips to help you enhance the safety of your trip.
","
 
        Ruth Pople
      
 Ford we raise bees LOVE YOU GUYS ! 

 
Son Altesse Royale Jose Maria Chavira M.S. Adagio 1st
      
 Ghost Account Violation  "
" Driving through extreme weather is risky business, so here are some tips to help you enhance the safety of your trip.
","
 I like ford"
" Driving through extreme weather is risky business, so here are some tips to help you enhance the safety of your trip.
","
 
        Bradley Sassaman
      
 The future keeps getting closer."
" Driving through extreme weather is risky business, so here are some tips to help you enhance the safety of your trip.
","
 
        Bradley Sassaman
      
 Awesome job to the inventor!!!!!




Like

   Bradley Sassaman’s comment


Reply to Bradley Sassaman’s comment


Reply

 
1 Reply

      1 Comment on Bradley Sassaman’s comment
    




8mo

Open options for Son Altesse Royale Jose Maria Chavira M.S. Adagio 1st’s comment





 


 
        Son Altesse Royale Jose Maria Chavira M.S. Adagio 1st
      
 Ghost Account Violation"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Carla Highe
      
 I wonder how it would work in the winter...dealing with snow and icy conditions on sidewalks? 

Son Altesse Royale Jose Maria Chavira M.S. Adagio 1st
      
 Ghost Account Building Violations"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Suzanne Kane
      
 You forgot the trails in Kensington.  Fabulous autumn scenery.
"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        el hadji rawane sy
      
 is bea
utiful"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 Kevin Reed
      
 Awesome. I sooo miss the DETROIT METRO AREA... Especially this time of year. Be sure to ENJOY it as you don't miss things until they are gone.
 
Ford Motor Company
      
 Kevin, fall really is a beautiful time in Michigan.
"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
",
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Son Altesse Royale Jose Maria Chavira M.S. Adagio 1st
      
 Ghost Account Violation"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Robert Poirier
      
 Intergrade a parking app into all future cars"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Peter Gold
      
 
It is now reasonable to say that the European model of private personal transportation is taking place which is park the vehicle outside the city and take public transit to your destination.  Yes the fun and games of having a parking app can be possibly useful in knowing in advance if a parking garage is full or if an entire city has no parking available.  The reality is either make vehicles half the length they current are to allow for not one but three vehicles in the same space. 
 The time for a INNER CITY VEHICLE that I call the ""egg"" must come to structure shape to the vehicle occupants within and to provide structure and weight reductions in an electric propulsion format.  "
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
",
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Bob Stomel
      
 This is the future and it is happening now."
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Antony PS
      
 We're heading towards future and in right direction. Exploration and exploitation are the key to business success. With exploitation , we are strengthening our core business and with exploration , we will sustain in Markets. Proud to be part of the team ."
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Jaclyn Lantis
      
 That rad!"
" Any time is the right time for a vehicle check-up, but no need for an appointment with this doctor! This technology gives drivers a direct way to see how their car is ""feeling.""
","
 
        Mrs.Sujatha Mohanram
      
 Great ! unique experience with sound effects in Ford Vehicles! "
" Show me the honey! Check out how the busy bees at Ford help to pollinate the company’s massive green roof. HIVE fives all around!
","
 
        Ken Appell Jr
      
 Fantastic."
" Show me the honey! Check out how the busy bees at Ford help to pollinate the company’s massive green roof. HIVE fives all around!
","
 
        Dave Stevens
      
 Real research, love this company."
" Check out Carr-E, just one of the finalists from Ford's last mile challenge.
","
 
        Jim Patton
      
 Way behind BMW and Audi when evaluating industry trends...nothing new just duplicating industry standards. Not impressed."
" Check out Carr-E, just one of the finalists from Ford's last mile challenge.
","
 
        floer collead
      
 azpmxbnqsarkdncqsaitynvbtlgnvb
aoynblsqaync"
" Check out Carr-E, just one of the finalists from Ford's last mile challenge.
",
" Happy Friday! Looking for something outdoorsy to do on these beautiful fall days?  Check out the best fall trails to hike or bike in Metro Detroit!
","
 Mrs.Sujatha Mohanram
      
 Ford Motor Co plans research facility in collaboration with University of Michigan!"
" Happy Friday! Looking for something outdoorsy to do on these beautiful fall days?  Check out the best fall trails to hike or bike in Metro Detroit!
","
 
        Graham Adams
      
 #ford#ecoboost #ecoboom # victim"
" Happy Friday! Looking for something outdoorsy to do on these beautiful fall days?  Check out the best fall trails to hike or bike in Metro Detroit!
","
 
        juber khan
      
 since the steam engine introduce first time, engineer's are always trying to introduce better and better version of the engine in terms of increasing the power, torque and acceleration. like turbocharger, supercharger etc.
I have something which is excellent replacement of turbocharger and supercharger.
if anyone interested please let me know."
" Happy Friday! Looking for something outdoorsy to do on these beautiful fall days?  Check out the best fall trails to hike or bike in Metro Detroit!
","
 
        Marsha Carlisle
      
 oh wait can we take Monday off??   "
" Happy Friday! Looking for something outdoorsy to do on these beautiful fall days?  Check out the best fall trails to hike or bike in Metro Detroit!
","
 
        Yangyang Jiang
      
 In China, it's working day."
" ""In San Francisco, in the next minute, 30 percent of the traffic will result from people circling the block looking for parking."" Find out how Ford is reimagining the Bay area commute.
","
 
        Christian Whamond
      
 We own a 2004 Ford Transit LWB Diesel auto. Ive been told by the dealer that its a piece of crap and the transmission would cost $8000 to fix if they could get the parts but they cant. I now own a $11,000 valued Van but cant fix it. Ford aren't prepared to do anything, ive just got to wear that the van cant be fixed and right off the value. Are you kidding me. Ford Australia, your are a disgrace and shouldn't be in business."
" ""In San Francisco, in the next minute, 30 percent of the traffic will result from people circling the block looking for parking."" Find out how Ford is reimagining the Bay area commute.
","
 
        Lori L. Christenson
      
 Great Article!"
" ""In San Francisco, in the next minute, 30 percent of the traffic will result from people circling the block looking for parking."" Find out how Ford is reimagining the Bay area commute.
","
 
        Ford Motor Company
      
 We think so too!"
" ""In San Francisco, in the next minute, 30 percent of the traffic will result from people circling the block looking for parking."" Find out how Ford is reimagining the Bay area commute.
","
 
        Anastacio Contreras Cortes
      
 I guess the question would be; Are they finding good jobs in those places?"
" ""In San Francisco, in the next minute, 30 percent of the traffic will result from people circling the block looking for parking."" Find out how Ford is reimagining the Bay area commute.
","
 atif A R
      
 very good "
" ""In San Francisco, in the next minute, 30 percent of the traffic will result from people circling the block looking for parking."" Find out how Ford is reimagining the Bay area commute.
","
 
        Andrew M. Chan
      
 Detroit the comeback kid."
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Ahmed AlRwazek
      
 how do I get a position there. I live by the research center on Outer Drive in Dearborn"
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Ford Motor Company
      
 Hi Ahmed!  Please visit http://careers.ford.com/ to see a listing of our open positions at various sites.  Good luck!"
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Ren Lin (Josh) Zhang
      
 Ford conducts material research, interesting. Great company indeed."
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Christina M. Santangelo
      
 Maybe Ms. Mielewski can have a talk with Tesla!"
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Shehryar Sattar
      
 do you have any job in your company at Pakistan ?"
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Ajit Yadav
      
 Electrical maintenance engineer CNC machine shop expert in fanuc"
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Reenie Hiralal
      
 Ford Master Technician "
" Five senses, one Sound Journey: Listen to how Ford and B&O PLAY illustrate the power of sound by capturing the essence of forests, canyons and oceans.
","
 
        Cory Amble
      
 Good to know I will be updating my résumé!"
" Green light! Ford researchers will make the move to the University of Michigan’s future Robotics Lab. Expected to be complete by 2020, the new building will serve as the Ford destination for collaborative research on driverless and connected vehicle technology.
…see more
","
 
        Catherine Byers Breet - Chief Stripe Changer
      
 This is mostly good advice, but I agree with Andy Harmon: #8 and #30 could get you into more trouble (leaving off short-term jobs and travel) than simply telling the truth. 

I am also very concerned about # 20 ... telling people to dump everything prior to 15 years. If you’re skipping a couple of years, that’s no big deal. However, if you throw out 20 years of experience, then walk in to an interview with a person who's expecting a 35-year old, what will happen? Shock. Confusion, and a very awkward start to the interview! You might think “See? I knew they were gonna discriminate against me because I’m older!” when in fact they are just trying to figure out if they showed up for the wrong interview. 

I know why you want to throw out half of your wonderful career experience. I really do. If you still want to do that, by all means do so … just not on your resume. Do it on your LinkedIn profile, or create something other than a resume. I often help people create a 5' x 7' “snapshot” with key skills and accomplishments. There, it’s perfectly fine to shave off half of who you are. But, on your resume? Tricky. Very tricky. On the hiring side of the desk, it raises all sorts of alarms (“Did he murder someone?"
" Ford is working with the tech companies that are bringing forward-thinking technology to the people who value it most - everyday drivers!
","
 
        Terence Tang
      
 I can't even count the number of times where I've been interviewed solely on what my ""hobbies"" are...they already can ""read"" what's on the resume..they want to know about the person!"
" Ford is working with the tech companies that are bringing forward-thinking technology to the people who value it most - everyday drivers!
","
 
Ashok Mannil
      
 Nice tips very useful"
" Happy Friday! Looking for something to do this weekend in the Detroit area? Click below to find out what's going on near you!
","ashwin sivabalan
      
 Make Sense
"
" Happy Friday! Looking for something to do this weekend in the Detroit area? Click below to find out what's going on near you!
","
 
        PAWAN DABEER
      
 Would help me to build my resume.Truly Helpful Suggestions.


"
" Happy Friday! Looking for something to do this weekend in the Detroit area? Click below to find out what's going on near you!
",
" Happy Friday! According to LinkedIn, these are the top 5 cities where millennials are looking for jobs! We are thrilled that DETROIT made the list!
","
 
        Hind AKRAM
      
 Very interesting nawfal Nawfal Majdoub"
" Happy Friday! According to LinkedIn, these are the top 5 cities where millennials are looking for jobs! We are thrilled that DETROIT made the list!
","
 
        Beth St. John
      
 Hooray for Catherine Byers Breet!"
" Happy Friday! According to LinkedIn, these are the top 5 cities where millennials are looking for jobs! We are thrilled that DETROIT made the list!
","
 
        Nikki King
      
 Spot on! If you are writing a resume - please pay attention to this article."
" Happy Friday! According to LinkedIn, these are the top 5 cities where millennials are looking for jobs! We are thrilled that DETROIT made the list!
","
 
        Rosa Sacco, CTMP
      
 I disagree with removing the ""Hobbies"" and ""Taking Time Off"" sections.  As a Recruiter and Hiring Manager who works closely with many Clients, I always ask about employment gaps.  If an applicant can identify them on the resume it is more transparent.  Hobbies can be an ice breaker for a phone or in-person interview.  I have seen many applicants get sales/CSR roles due to their active involvement in gyms, etc. 
"
" Happy Friday! According to LinkedIn, these are the top 5 cities where millennials are looking for jobs! We are thrilled that DETROIT made the list!
","
 
        isheunesu sydney makambwa
      
 thats a nice one kkkk"
" You have to think big to solve huge problems! Watch Ford’s senior technology leader Debbie Mielewski as she discusses the balance between work and life, and how important it is to mentor the next generation.
","
 
        Holly Boblink
      
 I am a Ford Motor employee, Chicago Assembly Plant.  On August 31st I had to have surgery of my right foot...my driving foot.  I will be out for eight weeks.  The foot needs to heal before I can wear a closed shoe that is necessary to wear to work.  Oh how I wished I had a self-driving car!  It will be a while before I can put enough pressure on the accelerator or brake pedal with my right foot.  When Ford start pushing the Autonomous vehicles, I thought who would use them?  Now I see..."
" You have to think big to solve huge problems! Watch Ford’s senior technology leader Debbie Mielewski as she discusses the balance between work and life, and how important it is to mentor the next generation.
","
 
        ABRAHAN CONDE
      
 Humanity needs more than 100 million cars annually.
Not to pollute to circulate through the cities.
These small cars could carry a magnetic turbine 75 hp.
They never need fuel and does not pollute.
Greetings."
" You have to think big to solve huge problems! Watch Ford’s senior technology leader Debbie Mielewski as she discusses the balance between work and life, and how important it is to mentor the next generation.
","
 
        Dennis Digiulio
      
 Have Fun"
" You have to think big to solve huge problems! Watch Ford’s senior technology leader Debbie Mielewski as she discusses the balance between work and life, and how important it is to mentor the next generation.
","
 
        Medina Atchinson
      
 I worked for Ford for 17 yrs. loved every minute of my time there, the different jobs and the people! The company created a great culture."
" You have to think big to solve huge problems! Watch Ford’s senior technology leader Debbie Mielewski as she discusses the balance between work and life, and how important it is to mentor the next generation.
","
 
        Mrs.Sujatha Mohanram
      
 Good Company!"
" Ford Recruiters will be visiting MIT, Minnesota, Michigan Tech, Ohio State, Virginia Tech and Notre Dame this week. Stop by and talk with our recruiters. Click the link for a list of upcoming recruiting events!
","
 
        Anirudh Singh
      
 Link ain't opening .
"
" Ford Recruiters will be visiting MIT, Minnesota, Michigan Tech, Ohio State, Virginia Tech and Notre Dame this week. Stop by and talk with our recruiters. Click the link for a list of upcoming recruiting events!
","
 
        walid elmalt
      
 I am interested"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Ford Motor Company
      
 Hi Medina!  So happy to hear that your time at Ford was so wonderful!
Hi Walid - Please click on the link in the posting and you will be able to apply for this position!  Thank you!"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Werner Tutas
      
 Good Company"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Hafsa MD
      
 I am the student of a b-tech final year how can we join with you."
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
   
 great inniciative!
"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Christie L Moore
      
 Awesome!"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Nilesh Sharma
      
 Awesome"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Meshal AlJawari
      
 Reaching out to communities is part of Ford Motor Company culture. "
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Catherine P. Spivey
      
 yes it is "
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Corporate Career Astro Bharat Bhushan
      
 Liked

"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
",
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Shannon Moore
      
 Lori Harris!"
" It's Tip Tuesday! Want a more updated, cleaner resume?  Click here for 31 things to remove immediately!
","
 
        Corporate Career Astro Bharat Bhushan"
" Watch as Mark Fields discusses what the future holds for Ford at Further with Ford.
","
 
        amir Khorsandi"
" Watch as Mark Fields discusses what the future holds for Ford at Further with Ford.
","
 
        barrypaul thegreat
      
 self get for cars recharge unit works with magnetic charge lasting 18 months till refit like tyres  eletromagnetic .
"
" #Happy Friday! Want to get out and enjoy the last few weeks of summer?  Here are some fun things to do in Detroit this weekend!
","
 
        barrypaul thegreat
      
 two 8 hour battery s one runs one charges . with lighting bolt unit of recharge.

"
" #Happy Friday! Want to get out and enjoy the last few weeks of summer?  Here are some fun things to do in Detroit this weekend!
","
 
        barrypaul thegreat
      
 blue prints test been done . motto breathe in then out .eco

"
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
","
 
        Cayle Rose
      
 Ford support told me to try social networking to find someone @ Ford to speak with about my invention. I got a provisional patent on it, and I'd really like to talk or possibly meet up with somebody to disclose my invention. This guy at NASA told me they can use it, but when I thought about the technology, I designed it more for motor vehicles. Anybody @ Ford that wants to reach out to me, I'm available, its a really cool piece of technology with many uses and no moving-parts.
"
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
",
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
",
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
","
 
        Bob Leffler
      
 The motor city is running strong!
"
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
","Sean Williams
      
 7 Mile Road and Appoline St.!"
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
","
 
Daniel Pruitt
      
 So thankful for the Motor City! Detroit has had their struggles, but it is great to see how things are changing for the better. 
"
" Go Further With Ford! We are now hiring for a Ford Management Information Systems Solution Design Team Lead!  Click below to learn more!
","
 
Ford Motor Company
      
 Good things happening in Detroit!!  Hope you were able to enjoy some of the festivities!
"
" Going back to school is fun, especially as a tech-filled Ford shuttle heads to MIT. This fall, three sidewalk-friendly, electric, weather-protected, on-demand shuttles will operate on MIT's Cambridge campus to help Ford and MIT engineers monitor foot traffic flow and develop algorithms that will determine the best locations for future autonomous shuttles to pick up students.
…see more
","
 
Wilson Lobo -Environ Chambers
      
 good going Ford Motor Company"
" Going back to school is fun, especially as a tech-filled Ford shuttle heads to MIT. This fall, three sidewalk-friendly, electric, weather-protected, on-demand shuttles will operate on MIT's Cambridge campus to help Ford and MIT engineers monitor foot traffic flow and develop algorithms that will determine the best locations for future autonomous shuttles to pick up students.
…see more
","
 
Joel Kohen
      
 Go team Ford!!!"
" Going back to school is fun, especially as a tech-filled Ford shuttle heads to MIT. This fall, three sidewalk-friendly, electric, weather-protected, on-demand shuttles will operate on MIT's Cambridge campus to help Ford and MIT engineers monitor foot traffic flow and develop algorithms that will determine the best locations for future autonomous shuttles to pick up students.
…see more
","James D Evans
      
 I'm so proud of your LeMans win on the 50th anniversary. It was thrilling to watch."
" Going back to school is fun, especially as a tech-filled Ford shuttle heads to MIT. This fall, three sidewalk-friendly, electric, weather-protected, on-demand shuttles will operate on MIT's Cambridge campus to help Ford and MIT engineers monitor foot traffic flow and develop algorithms that will determine the best locations for future autonomous shuttles to pick up students.
…see more
","
 
        Kelly Veal
      
 Allan Brought ford out of being sold to a overseas investor ford tough go ford"
" Going back to school is fun, especially as a tech-filled Ford shuttle heads to MIT. This fall, three sidewalk-friendly, electric, weather-protected, on-demand shuttles will operate on MIT's Cambridge campus to help Ford and MIT engineers monitor foot traffic flow and develop algorithms that will determine the best locations for future autonomous shuttles to pick up students.
…see more
","
 
        Karl Hense
      
 Absolutely amazing and congratulations to everyone at Ford!!"
" Happy Friday! Check out the 34th Annual African World Festival, as well as other fun events, in Detroit this weekend!
","
 
        Simon Wintle
      
 here's a tip for Ford - look after your commercial vehicle clients better!!! Let down YET again!"
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
        Adnanhusen Vhora
      
 Interested to join"
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
        chetan Solanki
      
 working at ford"
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
   
 interested"
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
        Brian Cymbor
      
 It's been said that in addition to learning your new job and being clear on expectations, beginning to establish your new network of colleagues and advocates is equally important."
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
"
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
        L. Stephen (Bo) Floyd
      
 The problem with many auto dealers today is they dont want to service vehicles that were not purchased from them.This is especially true with Ross Ford Toyota in Wynne, Arkansas."
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
",
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
        David Zhao
      
 If there is a network to help that all the auto repair process is recorded,so that no one could release the complain to others stores without the records.And Also if some of the store is not so professional,they will be kicked off by markets.I could tell that all the car sales will be directly from makers to customers!"
" No need to lose your mind over the daily commute. Here are tips for staying sane during your daily grind by staying mindful with Ford.
","
 
  
 A rush of adrenaline and endorphins flow into your body--a natural high that gets you moving! "
" Happy Friday! From folk music to Motown, there's something for everyone happening in Detroit this weekend!  Check it out!
","
"
" Happy Friday! From folk music to Motown, there's something for everyone happening in Detroit this weekend!  Check it out!
","
 
        Simon Ho
      
 i lost ur phone number...plz call my number...i need to have u do one little  favour for me"
" Happy Friday! From folk music to Motown, there's something for everyone happening in Detroit this weekend!  Check it out!
",
" Happy Friday! From folk music to Motown, there's something for everyone happening in Detroit this weekend!  Check it out!
",
" Happy Friday! From folk music to Motown, there's something for everyone happening in Detroit this weekend!  Check it out!
",
" Happy Friday! From folk music to Motown, there's something for everyone happening in Detroit this weekend!  Check it out!
",
" Today we announced second quarter earnings for 2016. We continue to expect another strong year, even as the team works to mitigate risks and market challenges around the world.
",
" Today we announced second quarter earnings for 2016. We continue to expect another strong year, even as the team works to mitigate risks and market challenges around the world.
",
" Today we announced second quarter earnings for 2016. We continue to expect another strong year, even as the team works to mitigate risks and market challenges around the world.
",
" Today we announced second quarter earnings for 2016. We continue to expect another strong year, even as the team works to mitigate risks and market challenges around the world.
",
" Today we announced second quarter earnings for 2016. We continue to expect another strong year, even as the team works to mitigate risks and market challenges around the world.
",
" Today we announced second quarter earnings for 2016. We continue to expect another strong year, even as the team works to mitigate risks and market challenges around the world.
",
" It's Tip Tuesday! Got a new job? Click below to see 5 ways to impress during your first week!
",
" It's Tip Tuesday! Got a new job? Click below to see 5 ways to impress during your first week!
",
" It's Tip Tuesday! Got a new job? Click below to see 5 ways to impress during your first week!
",
" It's Tip Tuesday! Got a new job? Click below to see 5 ways to impress during your first week!
",
" It's Tip Tuesday! Got a new job? Click below to see 5 ways to impress during your first week!
",
" It's Tip Tuesday! Got a new job? Click below to see 5 ways to impress during your first week!
",
" Happy Friday! Don't have plans this weekend? Check out what's going on in Detroit!
",
" In case you missed it: Ford is continuing to support the Michigan Science Center with technology and engineering programs accessible to everyone.
",
" In case you missed it: Ford is continuing to support the Michigan Science Center with technology and engineering programs accessible to everyone.
",
" In case you missed it: Ford is continuing to support the Michigan Science Center with technology and engineering programs accessible to everyone.
",
" In case you missed it: Ford is continuing to support the Michigan Science Center with technology and engineering programs accessible to everyone.
",
" It's Tip Tuesday! Looking for a new job and need some networking tips? Click below to find 5 networking tips every job seeker needs!
",
" It's Tip Tuesday! Looking for a new job and need some networking tips? Click below to find 5 networking tips every job seeker needs!
",
